Season,Teams,Date,Stadium,Time
IPL 2023,"LUCKNOW SUPER GIANTS vs MUMBAI INDIANS, Eliminator","May 24, Wed","MA Chidambaram Stadium, Chennai",7:30 PM
IPL 2023,"GUJARAT TITANS vs MUMBAI INDIANS, Qualifier 2","May 26, Fri","Narendra Modi Stadium, Ahmedabad",7:30 PM
IPL 2023,"CHENNAI SUPER KINGS vs GUJARAT TITANS, Final","May 28, Sun","Narendra Modi Stadium, Ahmedabad",7:30 PM
IPL 2023,"CHENNAI SUPER KINGS vs GUJARAT TITANS, Final (Reserve day)","May 29, Mon","Narendra Modi Stadium, Ahmedabad",7:30 PM
IPL 2023,The Times of India,N/A,N/A,N/A
IPL 2023,The Times of India,N/A,N/A,N/A
IPL 2024,N/A,ALL,N/A,N/A
IPL 2024,N/A,N/A,N/A,N/A
IPL 2024,N/A,N/A,74 T20s . Mar 22 - May 26,N/A
IPL 2024,"CHENNAI SUPER KINGS vs ROYAL CHALLENGERS BENGALURU, 1st Match",,"MA Chidambaram Stadium, Chennai",8:00 PM
IPL 2024,N/A,N/A,N/A,N/A
IPL 2024,"CHENNAI SUPER KINGS vs ROYAL CHALLENGERS BENGALURU, 1st Match","Mar 22, Fri","MA Chidambaram Stadium, Chennai",8:00 PM
IPL 2024,"PUNJAB KINGS vs DELHI CAPITALS, 2nd Match","Mar 23, Sat","Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",3:30 PM
IPL 2024,"KOLKATA KNIGHT RIDERS vs SUNRISERS HYDERABAD, 3rd Match",,"Eden Gardens, Kolkata",7:30 PM
IPL 2024,"RAJASTHAN ROYALS vs LUCKNOW SUPER GIANTS, 4th Match","Mar 24, Sun","Sawai Mansingh Stadium, Jaipur",3:30 PM
IPL 2024,"GUJARAT TITANS vs MUMBAI INDIANS, 5th Match",,"Narendra Modi Stadium, Ahmedabad",7:30 PM
IPL 2024,"ROYAL CHALLENGERS BENGALURU vs PUNJAB KINGS, 6th Match","Mar 25, Mon","M.Chinnaswamy Stadium, Bengaluru",7:30 PM
IPL 2024,"CHENNAI SUPER KINGS vs GUJARAT TITANS, 7th Match","Mar 26, Tue","MA Chidambaram Stadium, Chennai",7:30 PM
IPL 2024,"SUNRISERS HYDERABAD vs MUMBAI INDIANS, 8th Match","Mar 27, Wed","Rajiv Gandhi International Stadium, Hyderabad",7:30 PM
IPL 2024,"RAJASTHAN ROYALS vs DELHI CAPITALS, 9th Match","Mar 28, Thu","Sawai Mansingh Stadium, Jaipur",7:30 PM
IPL 2024,"ROYAL CHALLENGERS BENGALURU vs KOLKATA KNIGHT RIDERS, 10th Match","Mar 29, Fri","M.Chinnaswamy Stadium, Bengaluru",7:30 PM
IPL 2024,"LUCKNOW SUPER GIANTS vs PUNJAB KINGS, 11th Match","Mar 30, Sat","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",7:30 PM
IPL 2024,"GUJARAT TITANS vs SUNRISERS HYDERABAD, 12th Match","Mar 31, Sun","Narendra Modi Stadium, Ahmedabad",3:30 PM
IPL 2024,"DELHI CAPITALS vs CHENNAI SUPER KINGS, 13th Match",,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",7:30 PM
IPL 2024,"MUMBAI INDIANS vs RAJASTHAN ROYALS, 14th Match","Apr 01, Mon","Wankhede Stadium, Mumbai",7:30 PM
IPL 2024,"ROYAL CHALLENGERS BENGALURU vs LUCKNOW SUPER GIANTS, 15th Match","Apr 02, Tue","M.Chinnaswamy Stadium, Bengaluru",7:30 PM
IPL 2024,"DELHI CAPITALS vs KOLKATA KNIGHT RIDERS, 16th Match","Apr 03, Wed","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",7:30 PM
IPL 2024,"GUJARAT TITANS vs PUNJAB KINGS, 17th Match","Apr 04, Thu","Narendra Modi Stadium, Ahmedabad",7:30 PM
IPL 2024,"SUNRISERS HYDERABAD vs CHENNAI SUPER KINGS, 18th Match","Apr 05, Fri","Rajiv Gandhi International Stadium, Hyderabad",7:30 PM
IPL 2024,"RAJASTHAN ROYALS vs ROYAL CHALLENGERS BENGALURU, 19th Match","Apr 06, Sat","Sawai Mansingh Stadium, Jaipur",7:30 PM
IPL 2024,"MUMBAI INDIANS vs DELHI CAPITALS, 20th Match","Apr 07, Sun","Wankhede Stadium, Mumbai",3:30 PM
IPL 2024,"LUCKNOW SUPER GIANTS vs GUJARAT TITANS, 21st Match",,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",7:30 PM
IPL 2024,"CHENNAI SUPER KINGS vs KOLKATA KNIGHT RIDERS, 22nd Match","Apr 08, Mon","MA Chidambaram Stadium, Chennai",7:30 PM
IPL 2024,"PUNJAB KINGS vs SUNRISERS HYDERABAD, 23rd Match","Apr 09, Tue","Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",7:30 PM
IPL 2024,"RAJASTHAN ROYALS vs GUJARAT TITANS, 24th Match","Apr 10, Wed","Sawai Mansingh Stadium, Jaipur",7:30 PM
IPL 2024,"MUMBAI INDIANS vs ROYAL CHALLENGERS BENGALURU, 25th Match","Apr 11, Thu","Wankhede Stadium, Mumbai",7:30 PM
IPL 2024,"LUCKNOW SUPER GIANTS vs DELHI CAPITALS, 26th Match","Apr 12, Fri","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",7:30 PM
IPL 2024,"PUNJAB KINGS vs RAJASTHAN ROYALS, 27th Match","Apr 13, Sat","Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",7:30 PM
IPL 2024,"KOLKATA KNIGHT RIDERS vs LUCKNOW SUPER GIANTS, 28th Match","Apr 14, Sun","Eden Gardens, Kolkata",3:30 PM
IPL 2024,"MUMBAI INDIANS vs CHENNAI SUPER KINGS, 29th Match",,"Wankhede Stadium, Mumbai",7:30 PM
IPL 2024,"ROYAL CHALLENGERS BENGALURU vs SUNRISERS HYDERABAD, 30th Match","Apr 15, Mon","M.Chinnaswamy Stadium, Bengaluru",7:30 PM
IPL 2024,"KOLKATA KNIGHT RIDERS vs RAJASTHAN ROYALS, 31st Match","Apr 16, Tue","Eden Gardens, Kolkata",7:30 PM
IPL 2024,"GUJARAT TITANS vs DELHI CAPITALS, 32nd Match","Apr 17, Wed","Narendra Modi Stadium, Ahmedabad",7:30 PM
IPL 2024,"PUNJAB KINGS vs MUMBAI INDIANS, 33rd Match","Apr 18, Thu","Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",7:30 PM
IPL 2024,"LUCKNOW SUPER GIANTS vs CHENNAI SUPER KINGS, 34th Match","Apr 19, Fri","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",7:30 PM
IPL 2024,"DELHI CAPITALS vs SUNRISERS HYDERABAD, 35th Match","Apr 20, Sat","Arun Jaitley Stadium, Delhi",7:30 PM
IPL 2024,"KOLKATA KNIGHT RIDERS vs ROYAL CHALLENGERS BENGALURU, 36th Match","Apr 21, Sun","Eden Gardens, Kolkata",3:30 PM
IPL 2024,"PUNJAB KINGS vs GUJARAT TITANS, 37th Match",,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",7:30 PM
IPL 2024,"RAJASTHAN ROYALS vs MUMBAI INDIANS, 38th Match","Apr 22, Mon","Sawai Mansingh Stadium, Jaipur",7:30 PM
IPL 2024,"CHENNAI SUPER KINGS vs LUCKNOW SUPER GIANTS, 39th Match","Apr 23, Tue","MA Chidambaram Stadium, Chennai",7:30 PM
IPL 2024,"DELHI CAPITALS vs GUJARAT TITANS, 40th Match","Apr 24, Wed","Arun Jaitley Stadium, Delhi",7:30 PM
IPL 2024,"SUNRISERS HYDERABAD vs ROYAL CHALLENGERS BENGALURU, 41st Match","Apr 25, Thu","Rajiv Gandhi International Stadium, Hyderabad",7:30 PM
IPL 2024,"KOLKATA KNIGHT RIDERS vs PUNJAB KINGS, 42nd Match","Apr 26, Fri","Eden Gardens, Kolkata",7:30 PM
IPL 2024,"DELHI CAPITALS vs MUMBAI INDIANS, 43rd Match","Apr 27, Sat","Arun Jaitley Stadium, Delhi",3:30 PM
IPL 2024,"LUCKNOW SUPER GIANTS vs RAJASTHAN ROYALS, 44th Match",,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",7:30 PM
IPL 2024,"GUJARAT TITANS vs ROYAL CHALLENGERS BENGALURU, 45th Match","Apr 28, Sun","Narendra Modi Stadium, Ahmedabad",3:30 PM
IPL 2024,"CHENNAI SUPER KINGS vs SUNRISERS HYDERABAD, 46th Match",,"MA Chidambaram Stadium, Chennai",7:30 PM
IPL 2024,"KOLKATA KNIGHT RIDERS vs DELHI CAPITALS, 47th Match","Apr 29, Mon","Eden Gardens, Kolkata",7:30 PM
IPL 2024,"LUCKNOW SUPER GIANTS vs MUMBAI INDIANS, 48th Match","Apr 30, Tue","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",7:30 PM
IPL 2024,"CHENNAI SUPER KINGS vs PUNJAB KINGS, 49th Match","May 01, Wed","MA Chidambaram Stadium, Chennai",7:30 PM
IPL 2024,"SUNRISERS HYDERABAD vs RAJASTHAN ROYALS, 50th Match","May 02, Thu","Rajiv Gandhi International Stadium, Hyderabad",7:30 PM
IPL 2024,"MUMBAI INDIANS vs KOLKATA KNIGHT RIDERS, 51st Match","May 03, Fri","Wankhede Stadium, Mumbai",7:30 PM
IPL 2024,"ROYAL CHALLENGERS BENGALURU vs GUJARAT TITANS, 52nd Match","May 04, Sat","M.Chinnaswamy Stadium, Bengaluru",7:30 PM
IPL 2024,"PUNJAB KINGS vs CHENNAI SUPER KINGS, 53rd Match","May 05, Sun","Himachal Pradesh Cricket Association Stadium, Dharamsala",3:30 PM
IPL 2024,"LUCKNOW SUPER GIANTS vs KOLKATA KNIGHT RIDERS, 54th Match",,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",7:30 PM
IPL 2024,"MUMBAI INDIANS vs SUNRISERS HYDERABAD, 55th Match","May 06, Mon","Wankhede Stadium, Mumbai",7:30 PM
IPL 2024,"DELHI CAPITALS vs RAJASTHAN ROYALS, 56th Match","May 07, Tue","Arun Jaitley Stadium, Delhi",7:30 PM
IPL 2024,"SUNRISERS HYDERABAD vs LUCKNOW SUPER GIANTS, 57th Match","May 08, Wed","Rajiv Gandhi International Stadium, Hyderabad",7:30 PM
IPL 2024,"PUNJAB KINGS vs ROYAL CHALLENGERS BENGALURU, 58th Match","May 09, Thu","Himachal Pradesh Cricket Association Stadium, Dharamsala",7:30 PM
IPL 2024,"GUJARAT TITANS vs CHENNAI SUPER KINGS, 59th Match","May 10, Fri","Narendra Modi Stadium, Ahmedabad",7:30 PM
IPL 2024,"KOLKATA KNIGHT RIDERS vs MUMBAI INDIANS, 60th Match","May 11, Sat","Eden Gardens, Kolkata",7:30 PM
IPL 2024,"CHENNAI SUPER KINGS vs RAJASTHAN ROYALS, 61st Match","May 12, Sun","MA Chidambaram Stadium, Chennai",3:30 PM
IPL 2024,"ROYAL CHALLENGERS BENGALURU vs DELHI CAPITALS, 62nd Match",,"M.Chinnaswamy Stadium, Bengaluru",7:30 PM
IPL 2024,"GUJARAT TITANS vs KOLKATA KNIGHT RIDERS, 63rd Match","May 13, Mon","Narendra Modi Stadium, Ahmedabad",7:30 PM
IPL 2024,"DELHI CAPITALS vs LUCKNOW SUPER GIANTS, 64th Match","May 14, Tue","Arun Jaitley Stadium, Delhi",7:30 PM
IPL 2024,"RAJASTHAN ROYALS vs PUNJAB KINGS, 65th Match","May 15, Wed","Barsapara Cricket Stadium, Guwahati",7:30 PM
IPL 2024,"SUNRISERS HYDERABAD vs GUJARAT TITANS, 66th Match","May 16, Thu","Rajiv Gandhi International Stadium, Hyderabad",7:30 PM
IPL 2024,"MUMBAI INDIANS vs LUCKNOW SUPER GIANTS, 67th Match","May 17, Fri","Wankhede Stadium, Mumbai",7:30 PM
IPL 2024,"ROYAL CHALLENGERS BENGALURU vs CHENNAI SUPER KINGS, 68th Match","May 18, Sat","M.Chinnaswamy Stadium, Bengaluru",7:30 PM
IPL 2024,"SUNRISERS HYDERABAD vs PUNJAB KINGS, 69th Match","May 19, Sun","Rajiv Gandhi International Stadium, Hyderabad",3:30 PM
IPL 2024,"RAJASTHAN ROYALS vs KOLKATA KNIGHT RIDERS, 70th Match",,"Barsapara Cricket Stadium, Guwahati",7:30 PM
IPL 2024,"KOLKATA KNIGHT RIDERS vs SUNRISERS HYDERABAD, Qualifier 1","May 21, Tue","Narendra Modi Stadium, Ahmedabad",7:30 PM
IPL 2024,"RAJASTHAN ROYALS vs ROYAL CHALLENGERS BENGALURU, Eliminator","May 22, Wed","Narendra Modi Stadium, Ahmedabad",7:30 PM
IPL 2024,"SUNRISERS HYDERABAD vs RAJASTHAN ROYALS, Qualifier 2","May 24, Fri","MA Chidambaram Stadium, Chennai",7:30 PM
IPL 2024,"KOLKATA KNIGHT RIDERS vs SUNRISERS HYDERABAD, Final","May 26, Sun","MA Chidambaram Stadium, Chennai",7:30 PM
IPL 2024,The Times of India,N/A,N/A,N/A
IPL 2024,The Times of India,N/A,N/A,N/A
